@relation outputtt-weka.filters.unsupervised.attribute.NumericCleaner-min1.0-min-defaultNaN-max1.7976931348623157E308-max-default1.7976931348623157E308-closeto0.0-closeto-default0.0-closeto-tolerance1.0E-6-Rfirst-last-decimals-1

@attribute Geschlecht {w,m}
@attribute Alter {>60,18-30,41-50,31-40,51-60}
@attribute Kinder {nein,ja}
@attribute Familienstand {ledig,Partnerschaft}
@attribute Berufstaetig {nein,ja}
@attribute Einkaufstag {Montag,Samstag,Donnerstag,Mittwoch,Freitag,Dienstag}
@attribute Einkaufsuhrzeit {'<10 Uhr','14-17 Uhr','10-12 Uhr','>17 Uhr','12-14 Uhr'}
@attribute Wohnort {'< 10 km','10 - 25 km','> 25 km'}
@attribute Haushaltsnettoeinkommen {<1000,1000-<2000,3200-<4500,2000-<3200,>4500}
@attribute Einkaufssumme numeric
@attribute Fertiggerichte numeric
@attribute Tiefkuehlware numeric
@attribute Milchprodukte numeric
@attribute Backwaren numeric
@attribute Obst/Gemuese numeric
@attribute Spirituosen numeric
@attribute Tiernahrung numeric
@attribute Bier numeric
@attribute Frischfleisch numeric
@attribute Drogerieartikel numeric
@attribute Konserven numeric
@attribute Kaffee/Tee numeric
@attribute Suessigkeiten numeric
@attribute Wurstwaren numeric
@attribute Schreibwaren numeric

@data
w,41-50,nein,ledig,nein,Samstag,'>17 Uhr','10 - 25 km',1000-<2000,309,?,?,9,15,24,?,126,45,?,?,?,90,?,?,?
m,18-30,nein,Partnerschaft,ja,Samstag,'10-12 Uhr','10 - 25 km',<1000,235,12,80,?,15,50,5,?,13,1,30,?,?,26,?,3
w,>60,nein,ledig,nein,Freitag,'<10 Uhr','10 - 25 km',2000-<3200,210,?,?,?,16,16,7,?,?,?,16,?,155,?,?,?
w,>60,nein,ledig,nein,Montag,'14-17 Uhr','< 10 km',2000-<3200,86,?,?,?,14,?,4,13,?,?,?,?,23,?,32,?
m,18-30,nein,Partnerschaft,nein,Samstag,'14-17 Uhr','10 - 25 km',3200-<4500,79,7,?,12,?,?,19,?,16,11,?,10,?,?,?,4
m,>60,nein,ledig,nein,Samstag,'<10 Uhr','< 10 km',2000-<3200,35,5,?,?,11,?,?,?,?,?,?,?,6,?,?,13
w,18-30,nein,ledig,nein,Donnerstag,'14-17 Uhr','10 - 25 km',2000-<3200,291,?,?,?,?,48,72,?,?,144,?,?,?,27,?,?
w,41-50,ja,Partnerschaft,nein,Samstag,'12-14 Uhr','10 - 25 km',1000-<2000,117,40,?,?,35,6,?,?,?,36,?,?,?,?,?,?
w,41-50,nein,ledig,ja,Donnerstag,'14-17 Uhr','10 - 25 km',1000-<2000,166,?,49,?,?,?,?,?,?,?,?,?,?,36,?,81
w,41-50,nein,Partnerschaft,nein,Samstag,'12-14 Uhr','< 10 km',<1000,197,?,?,?,4,3,?,?,?,160,?,?,?,30,?,?
w,18-30,ja,Partnerschaft,ja,Donnerstag,'>17 Uhr','< 10 km',3200-<4500,210,?,?,?,?,?,?,112,42,?,?,?,?,?,56,?
w,51-60,nein,ledig,nein,Samstag,'>17 Uhr','10 - 25 km',3200-<4500,83,?,?,?,18,?,5,13,?,?,?,?,9,?,28,10
m,51-60,nein,ledig,nein,Samstag,'>17 Uhr','10 - 25 km',>4500,201,?,14,?,?,80,?,12,?,?,?,?,?,26,60,9
w,41-50,nein,ledig,ja,Samstag,'10-12 Uhr','< 10 km',1000-<2000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
m,18-30,nein,ledig,nein,Samstag,'10-12 Uhr','< 10 km',2000-<3200,208,14,?,?,?,?,2,?,124,16,?,8,?,?,?,44
m,31-40,ja,ledig,ja,Samstag,'14-17 Uhr','< 10 km',2000-<3200,95,8,?,?,?,?,9,17,?,?,?,7,?,?,?,54
w,>60,ja,ledig,nein,Samstag,'10-12 Uhr','< 10 km',1000-<2000,101,?,?,24,53,?,7,5,?,?,?,?,12,?,?,?
m,41-50,ja,ledig,nein,Samstag,'12-14 Uhr','< 10 km',3200-<4500,314,3,42,4,?,?,?,?,?,117,?,?,135,?,?,13
m,41-50,nein,Partnerschaft,ja,Samstag,'12-14 Uhr','< 10 km',2000-<3200,193,?,?,?,63,?,12,38,?,68,?,?,?,?,?,12
m,>60,ja,ledig,ja,Dienstag,'<10 Uhr','< 10 km',>4500,92,8,?,?,19,?,?,38,3,?,?,?,9,10,?,5
m,41-50,nein,ledig,nein,Samstag,'>17 Uhr','< 10 km',<1000,188,6,?,?,54,?,?,?,95,?,?,?,?,20,?,13
w,31-40,ja,Partnerschaft,ja,Mittwoch,'10-12 Uhr','< 10 km',>4500,284,?,?,?,35,18,72,63,?,?,?,?,?,96,?,?
m,31-40,nein,ledig,ja,Samstag,'<10 Uhr','< 10 km',1000-<2000,362,?,6,?,?,?,?,?,?,88,?,?,243,?,24,1
w,18-30,ja,ledig,nein,Samstag,'>17 Uhr','< 10 km',>4500,137,?,?,?,?,5,?,60,?,?,63,9,?,?,?,?
m,18-30,ja,Partnerschaft,nein,Samstag,'>17 Uhr','< 10 km',1000-<2000,450,30,40,24,?,?,14,72,213,4,?,?,?,52,?,1
m,31-40,nein,ledig,nein,Samstag,'12-14 Uhr','< 10 km',<1000,81,4,?,?,72,?,?,?,?,?,?,?,?,?,?,5
w,51-60,nein,ledig,nein,Samstag,'<10 Uhr','10 - 25 km',1000-<2000,101,?,45,?,9,?,11,28,?,?,?,?,8,?,?,?
m,51-60,ja,ledig,ja,Samstag,'14-17 Uhr','> 25 km',3200-<4500,37,1,7,?,?,?,?,9,?,?,6,?,?,12,?,2
w,>60,nein,ledig,nein,Samstag,'<10 Uhr','10 - 25 km',<1000,206,?,28,?,25,?,10,17,46,?,40,?,33,7,?,?
w,41-50,ja,Partnerschaft,nein,Dienstag,'10-12 Uhr','10 - 25 km',>4500,142,?,30,?,15,?,?,20,?,?,35,?,?,42,?,?
w,18-30,nein,Partnerschaft,nein,Montag,'14-17 Uhr','> 25 km',2000-<3200,42,?,?,?,24,?,?,18,?,?,?,?,?,?,?,?
w,41-50,nein,ledig,nein,Dienstag,'10-12 Uhr','< 10 km',>4500,60,20,?,?,?,40,?,?,?,?,?,?,?,?,?,?
w,>60,ja,ledig,nein,Mittwoch,'10-12 Uhr','> 25 km',3200-<4500,201,?,?,63,73,?,1,?,?,?,?,?,19,45,?,?
m,18-30,ja,ledig,nein,Samstag,'14-17 Uhr','< 10 km',1000-<2000,125,14,14,6,?,35,18,?,11,14,?,9,?,?,?,4
m,51-60,nein,ledig,ja,Samstag,'14-17 Uhr','10 - 25 km',1000-<2000,98,29,10,?,15,?,?,?,24,?,?,?,?,20,?,?
w,51-60,nein,ledig,ja,Freitag,'14-17 Uhr','< 10 km',1000-<2000,425,54,?,?,81,?,112,49,?,?,?,?,3,126,?,?
m,>60,nein,ledig,nein,Samstag,'<10 Uhr','10 - 25 km',<1000,165,34,?,?,44,?,?,?,?,?,?,?,28,?,18,41
m,31-40,nein,ledig,ja,Samstag,'10-12 Uhr','< 10 km',<1000,252,12,?,?,?,?,?,?,182,?,4,?,?,40,?,14
w,>60,nein,ledig,nein,Montag,'10-12 Uhr','< 10 km',1000-<2000,161,?,?,?,14,?,6,23,96,?,?,?,22,?,?,?
m,18-30,nein,ledig,nein,Samstag,'>17 Uhr','< 10 km',<1000,243,5,42,4,35,?,11,30,16,12,?,?,?,80,?,8
w,18-30,nein,Partnerschaft,nein,Donnerstag,'>17 Uhr','10 - 25 km',2000-<3200,295,?,60,4,36,?,?,?,36,?,?,?,?,55,?,104
w,>60,ja,ledig,nein,Donnerstag,'<10 Uhr','10 - 25 km',3200-<4500,325,?,?,12,6,?,13,15,?,?,?,18,173,?,?,88
w,31-40,ja,Partnerschaft,nein,Donnerstag,'12-14 Uhr','10 - 25 km',>4500,23,?,?,?,3,?,?,?,6,?,?,?,?,14,?,?
w,18-30,nein,ledig,nein,Montag,'<10 Uhr','< 10 km',<1000,130,?,?,?,72,25,24,?,?,?,?,?,?,9,?,?
m,18-30,ja,ledig,nein,Samstag,'<10 Uhr','10 - 25 km',1000-<2000,138,13,3,?,?,?,46,?,50,14,?,?,?,?,?,12
w,18-30,nein,ledig,ja,Samstag,'>17 Uhr','< 10 km',<1000,332,?,?,?,20,15,65,?,?,232,?,?,?,?,?,?
m,18-30,ja,ledig,nein,Mittwoch,'14-17 Uhr','10 - 25 km',2000-<3200,390,7,81,2,?,?,6,?,194,15,?,?,?,54,?,31
w,>60,ja,ledig,ja,Mittwoch,'<10 Uhr','10 - 25 km',>4500,473,?,?,9,23,?,12,18,32,132,?,?,21,90,136,?
w,>60,nein,Partnerschaft,nein,Donnerstag,'10-12 Uhr','10 - 25 km',<1000,67,?,?,8,23,?,8,15,?,?,?,?,13,?,?,?
m,18-30,nein,ledig,nein,Samstag,'>17 Uhr','10 - 25 km',1000-<2000,273,7,32,?,56,?,7,?,147,20,?,?,?,?,?,4
m,18-30,nein,Partnerschaft,ja,Samstag,'>17 Uhr','< 10 km',1000-<2000,189,49,?,15,?,36,7,15,34,13,?,18,?,?,?,2
w,31-40,ja,ledig,ja,Samstag,'>17 Uhr','< 10 km',1000-<2000,19,?,?,4,15,?,?,?,?,?,?,?,?,?,?,?
m,18-30,ja,Partnerschaft,nein,Samstag,'>17 Uhr','10 - 25 km',<1000,239,12,?,?,?,11,20,?,4,97,?,4,80,?,?,11
m,18-30,nein,ledig,nein,Samstag,'>17 Uhr','< 10 km',1000-<2000,417,3,?,?,12,10,1,?,171,144,?,?,?,64,?,12
w,41-50,nein,Partnerschaft,nein,Mittwoch,'12-14 Uhr','> 25 km',1000-<2000,105,?,?,?,6,?,?,?,?,?,?,?,?,99,?,?
m,>60,nein,ledig,nein,Samstag,'10-12 Uhr','< 10 km',2000-<3200,214,14,12,?,3,?,?,?,28,91,24,?,5,36,?,1
m,31-40,nein,ledig,nein,Samstag,'<10 Uhr','< 10 km',2000-<3200,142,3,2,?,?,36,?,?,?,16,?,?,?,72,?,13
m,18-30,nein,ledig,nein,Mittwoch,'>17 Uhr','10 - 25 km',1000-<2000,140,2,20,?,?,?,17,70,?,21,?,?,?,?,?,10
m,18-30,nein,ledig,nein,Samstag,'<10 Uhr','< 10 km',1000-<2000,263,11,?,6,15,?,9,?,161,2,?,?,35,13,?,11
m,41-50,nein,ledig,nein,Montag,'14-17 Uhr','< 10 km',2000-<3200,291,14,21,?,8,56,?,44,?,?,12,?,36,88,?,12
m,18-30,ja,ledig,ja,Samstag,'12-14 Uhr','10 - 25 km',>4500,139,13,?,40,45,?,12,?,13,11,?,?,?,?,?,5
w,41-50,ja,Partnerschaft,nein,Mittwoch,'<10 Uhr','< 10 km',1000-<2000,148,?,?,?,?,12,?,88,48,?,?,?,?,?,?,?
w,18-30,nein,ledig,nein,Donnerstag,'<10 Uhr','> 25 km',>4500,336,?,?,21,18,56,112,?,64,?,10,?,?,?,55,?
m,51-60,nein,ledig,nein,Samstag,'14-17 Uhr','> 25 km',<1000,322,12,?,?,14,56,?,?,31,?,?,?,?,48,?,161
m,41-50,nein,Partnerschaft,ja,Freitag,'12-14 Uhr','< 10 km',>4500,86,8,?,?,?,?,?,?,?,?,30,?,36,?,?,12
w,>60,nein,ledig,nein,Samstag,'<10 Uhr','10 - 25 km',3200-<4500,240,?,?,21,35,?,6,28,?,30,?,?,21,99,?,?
w,>60,nein,ledig,nein,Samstag,'<10 Uhr','10 - 25 km',1000-<2000,78,?,?,?,43,?,2,21,?,?,?,?,12,?,?,?
m,18-30,nein,ledig,nein,Samstag,'<10 Uhr','10 - 25 km',2000-<3200,104,14,?,?,30,?,6,?,7,10,?,6,?,?,?,31
m,18-30,ja,ledig,ja,Samstag,'10-12 Uhr','< 10 km',3200-<4500,244,5,?,14,10,?,24,?,92,19,?,?,?,8,?,72
w,>60,ja,ledig,nein,Samstag,'<10 Uhr','> 25 km',2000-<3200,579,12,18,?,19,42,7,6,176,270,?,?,29,?,?,?
w,18-30,nein,Partnerschaft,nein,Mittwoch,'12-14 Uhr','10 - 25 km',<1000,120,?,45,?,3,?,?,?,72,?,?,?,?,?,?,?
m,31-40,nein,ledig,nein,Samstag,'<10 Uhr','< 10 km',1000-<2000,249,1,?,?,?,?,?,30,135,?,12,?,?,63,?,8
w,41-50,nein,ledig,nein,Samstag,'12-14 Uhr','10 - 25 km',2000-<3200,55,?,?,?,?,?,?,?,?,?,?,?,55,?,?,?
w,51-60,nein,ledig,nein,Samstag,'10-12 Uhr','10 - 25 km',1000-<2000,346,20,?,?,6,?,1,11,287,?,?,?,9,12,?,?
w,>60,ja,Partnerschaft,nein,Freitag,'<10 Uhr','> 25 km',3200-<4500,365,?,?,?,11,?,4,32,?,182,?,?,31,105,?,?
w,>60,ja,ledig,nein,Samstag,'<10 Uhr','< 10 km',2000-<3200,181,?,?,?,20,?,92,23,21,?,?,?,13,12,?,?
m,18-30,nein,ledig,nein,Samstag,'>17 Uhr','10 - 25 km',<1000,208,17,?,10,?,20,3,?,18,5,?,?,?,?,?,135
m,18-30,nein,ledig,ja,Samstag,'>17 Uhr','< 10 km',<1000,247,5,?,12,?,?,19,?,16,122,?,?,?,15,?,58
m,>60,nein,Partnerschaft,nein,Samstag,'10-12 Uhr','< 10 km',1000-<2000,158,11,?,?,26,?,?,?,?,?,?,?,?,108,?,13
m,18-30,nein,ledig,ja,Samstag,'<10 Uhr','< 10 km',1000-<2000,49,8,?,?,6,?,2,?,15,6,?,?,?,?,?,12
w,18-30,nein,ledig,ja,Freitag,'12-14 Uhr','< 10 km',1000-<2000,114,?,?,?,?,?,?,?,114,?,?,?,?,?,?,?
w,41-50,nein,ledig,nein,Freitag,'10-12 Uhr','< 10 km',2000-<3200,544,?,?,30,?,?,?,?,234,180,28,?,?,72,?,?
m,18-30,ja,ledig,nein,Samstag,'<10 Uhr','10 - 25 km',2000-<3200,212,43,?,?,?,?,14,?,138,12,?,2,?,?,?,3
w,>60,nein,ledig,nein,Samstag,'10-12 Uhr','10 - 25 km',1000-<2000,253,35,12,?,37,27,3,21,95,?,?,?,23,?,?,?
m,18-30,nein,Partnerschaft,nein,Samstag,'<10 Uhr','> 25 km',1000-<2000,395,3,10,?,42,?,15,?,142,130,?,?,?,?,40,13
m,18-30,ja,ledig,nein,Freitag,'>17 Uhr','< 10 km',3200-<4500,127,?,?,?,?,70,13,?,11,6,3,?,?,14,?,10
w,18-30,nein,ledig,nein,Samstag,'14-17 Uhr','< 10 km',1000-<2000,128,6,?,?,16,?,?,?,52,?,?,?,?,54,?,?
w,18-30,nein,ledig,ja,Mittwoch,'<10 Uhr','< 10 km',3200-<4500,68,?,?,?,?,?,?,?,?,?,?,?,14,54,?,?
w,41-50,nein,ledig,nein,Freitag,'14-17 Uhr','< 10 km',<1000,80,?,12,12,?,?,?,?,56,?,?,?,?,?,?,?
w,18-30,ja,ledig,nein,Montag,'<10 Uhr','< 10 km',1000-<2000,100,27,?,?,?,?,?,36,37,?,?,?,?,?,?,?
w,18-30,nein,ledig,nein,Samstag,'12-14 Uhr','< 10 km',3200-<4500,170,?,?,?,?,?,?,?,?,?,?,?,?,90,?,80
w,18-30,ja,ledig,ja,Donnerstag,'>17 Uhr','< 10 km',1000-<2000,88,?,?,?,?,?,?,?,?,?,?,?,?,?,40,48
w,>60,nein,ledig,nein,Mittwoch,'12-14 Uhr','< 10 km',<1000,90,?,?,?,21,?,2,22,27,?,?,?,18,?,?,?
w,18-30,ja,ledig,ja,Mittwoch,'>17 Uhr','10 - 25 km',1000-<2000,371,?,?,30,?,?,?,110,?,?,?,?,?,171,?,60
m,51-60,ja,Partnerschaft,ja,Samstag,'10-12 Uhr','10 - 25 km',>4500,304,9,?,?,?,?,?,?,225,?,5,?,48,?,?,17
w,>60,nein,ledig,nein,Samstag,'<10 Uhr','< 10 km',>4500,160,?,?,36,32,?,10,7,42,?,?,?,33,?,?,?
w,41-50,nein,ledig,ja,Montag,'>17 Uhr','10 - 25 km',<1000,122,?,?,8,?,?,?,?,?,?,?,?,?,60,?,54
w,>60,ja,ledig,nein,Samstag,'10-12 Uhr','10 - 25 km',2000-<3200,249,?,?,?,31,?,3,?,?,119,42,?,33,21,?,?
w,>60,nein,ledig,nein,Donnerstag,'10-12 Uhr','10 - 25 km',1000-<2000,230,32,56,?,41,?,5,56,?,?,?,15,17,8,?,?
m,18-30,nein,Partnerschaft,nein,Samstag,'<10 Uhr','10 - 25 km',1000-<2000,156,7,?,24,?,35,16,45,5,13,?,?,?,?,?,11
w,41-50,ja,ledig,ja,Donnerstag,'>17 Uhr','10 - 25 km',2000-<3200,163,30,7,?,?,?,?,?,78,48,?,?,?,?,?,?
w,51-60,nein,ledig,nein,Freitag,'>17 Uhr','10 - 25 km',>4500,271,?,15,?,6,27,1,122,?,?,14,?,11,?,?,75
w,18-30,nein,ledig,ja,Donnerstag,'<10 Uhr','> 25 km',3200-<4500,380,?,?,?,64,?,?,?,5,234,?,?,?,?,?,77
w,18-30,nein,Partnerschaft,nein,Freitag,'>17 Uhr','10 - 25 km',<1000,139,12,16,?,?,81,?,?,?,?,30,?,?,?,?,?
w,18-30,nein,ledig,nein,Samstag,'12-14 Uhr','10 - 25 km',<1000,152,?,32,?,?,?,?,?,?,?,?,?,120,?,?,?
w,>60,nein,ledig,nein,Montag,'10-12 Uhr','< 10 km',3200-<4500,311,?,?,?,22,?,2,75,?,?,12,?,11,?,189,?
m,18-30,ja,ledig,nein,Samstag,'14-17 Uhr','< 10 km',<1000,213,2,?,?,4,?,1,98,62,10,?,?,?,?,?,36
w,>60,nein,Partnerschaft,nein,Donnerstag,'<10 Uhr','< 10 km',>4500,142,?,?,?,32,64,5,21,?,?,?,?,20,?,?,?
w,41-50,nein,Partnerschaft,ja,Samstag,'14-17 Uhr','< 10 km',3200-<4500,34,?,?,?,?,?,?,?,?,18,12,4,?,?,?,?
w,41-50,ja,ledig,nein,Freitag,'14-17 Uhr','10 - 25 km',3200-<4500,66,?,?,?,?,36,?,30,?,?,?,?,?,?,?,?
w,18-30,ja,Partnerschaft,nein,Samstag,'14-17 Uhr','< 10 km',1000-<2000,126,?,?,?,?,?,?,?,14,?,?,?,?,?,?,112
w,>60,ja,Partnerschaft,nein,Montag,'12-14 Uhr','< 10 km',<1000,46,?,?,?,20,?,1,6,?,?,?,?,19,?,?,?
w,18-30,nein,ledig,nein,Samstag,'>17 Uhr','< 10 km',3200-<4500,14,?,?,?,5,?,?,?,?,?,?,?,?,9,?,?
w,18-30,nein,ledig,nein,Donnerstag,'10-12 Uhr','10 - 25 km',<1000,137,8,?,?,?,?,9,60,?,?,?,?,?,60,?,?
m,41-50,ja,ledig,ja,Samstag,'10-12 Uhr','> 25 km',<1000,296,14,?,?,?,9,?,?,232,?,5,20,?,?,16,?
m,31-40,ja,Partnerschaft,nein,Montag,'10-12 Uhr','< 10 km',<1000,178,3,?,45,3,?,?,?,76,?,?,?,?,?,45,6
w,>60,nein,ledig,nein,Donnerstag,'10-12 Uhr','10 - 25 km',<1000,606,?,?,?,19,?,116,123,144,?,?,?,15,?,189,?
m,>60,nein,ledig,nein,Samstag,'<10 Uhr','< 10 km',<1000,95,14,?,?,20,36,?,?,?,?,?,?,13,6,?,6
m,>60,ja,ledig,nein,Samstag,'<10 Uhr','< 10 km',3200-<4500,138,7,35,?,8,?,?,?,?,?,63,?,18,?,?,7
w,41-50,ja,Partnerschaft,ja,Samstag,'14-17 Uhr','10 - 25 km',1000-<2000,197,40,?,?,?,?,60,?,62,?,?,?,?,35,?,?
w,>60,nein,ledig,nein,Donnerstag,'<10 Uhr','10 - 25 km',1000-<2000,492,?,?,?,28,?,?,50,328,?,?,?,75,?,11,?
w,>60,ja,ledig,nein,Freitag,'<10 Uhr','10 - 25 km',<1000,332,2,48,?,25,?,10,28,?,?,5,?,214,?,?,?
w,18-30,ja,ledig,ja,Mittwoch,'>17 Uhr','10 - 25 km',<1000,116,?,2,?,?,?,?,16,?,?,?,?,98,?,?,?
w,31-40,nein,Partnerschaft,nein,Montag,'>17 Uhr','< 10 km',<1000,260,?,?,?,?,?,?,26,?,156,32,?,8,?,?,38
m,>60,nein,ledig,nein,Samstag,'<10 Uhr','10 - 25 km',2000-<3200,55,1,?,?,14,?,?,?,12,?,?,?,16,?,?,12
w,18-30,ja,ledig,nein,Donnerstag,'12-14 Uhr','< 10 km',3200-<4500,75,45,?,?,?,30,?,?,?,?,?,?,?,?,?,?
m,18-30,nein,Partnerschaft,nein,Donnerstag,'12-14 Uhr','< 10 km',3200-<4500,178,1,?,?,45,21,?,76,10,9,?,?,?,7,?,9
w,51-60,nein,Partnerschaft,nein,Montag,'12-14 Uhr','10 - 25 km',1000-<2000,75,?,?,?,33,?,11,?,?,?,?,21,10,?,?,?
m,18-30,nein,ledig,nein,Samstag,'<10 Uhr','< 10 km',2000-<3200,109,6,?,?,42,?,17,?,11,20,?,?,?,?,?,13
w,51-60,nein,ledig,ja,Donnerstag,'12-14 Uhr','< 10 km',<1000,79,?,?,?,6,?,2,9,?,?,?,?,17,45,?,?
w,51-60,ja,ledig,ja,Donnerstag,'10-12 Uhr','10 - 25 km',<1000,201,?,?,?,7,10,2,181,?,?,?,?,1,?,?,?
m,>60,nein,Partnerschaft,ja,Donnerstag,'<10 Uhr','< 10 km',1000-<2000,135,9,?,?,16,?,?,?,?,?,6,?,7,32,?,65
m,18-30,nein,ledig,nein,Samstag,'>17 Uhr','10 - 25 km',<1000,81,2,35,?,?,?,11,?,16,?,?,3,?,?,13,1
w,31-40,nein,ledig,ja,Freitag,'<10 Uhr','< 10 km',1000-<2000,28,28,?,?,?,?,?,?,?,?,?,?,?,?,?,?
w,41-50,nein,ledig,nein,Freitag,'14-17 Uhr','> 25 km',3200-<4500,60,?,?,9,?,3,?,?,?,?,?,?,48,?,?,?
w,31-40,nein,ledig,nein,Samstag,'>17 Uhr','< 10 km',>4500,242,?,?,?,?,25,?,27,120,?,?,?,?,70,?,?
w,>60,nein,Partnerschaft,nein,Samstag,'<10 Uhr','< 10 km',2000-<3200,277,?,?,9,19,88,5,22,?,?,?,?,17,117,?,?
m,18-30,ja,ledig,ja,Samstag,'14-17 Uhr','< 10 km',<1000,120,11,?,16,?,?,?,?,66,3,24,?,?,?,?,?
m,18-30,nein,Partnerschaft,ja,Samstag,'<10 Uhr','10 - 25 km',2000-<3200,324,5,?,4,?,?,10,81,6,89,?,?,26,40,?,63
w,31-40,nein,ledig,nein,Donnerstag,'>17 Uhr','< 10 km',1000-<2000,107,?,?,?,15,3,40,?,?,?,?,?,40,9,?,?
w,18-30,nein,ledig,ja,Montag,'>17 Uhr','< 10 km',<1000,238,?,?,?,?,?,?,84,?,154,?,?,?,?,?,?
m,31-40,nein,ledig,ja,Samstag,'12-14 Uhr','10 - 25 km',<1000,129,7,?,?,?,?,?,4,78,?,?,?,?,30,?,10
w,41-50,nein,ledig,ja,Samstag,'>17 Uhr','< 10 km',1000-<2000,28,?,?,?,28,?,?,?,?,?,?,?,?,?,?,?
w,41-50,nein,ledig,ja,Freitag,'<10 Uhr','< 10 km',3200-<4500,74,?,?,?,16,?,?,?,?,?,?,10,?,?,48,?
w,>60,nein,ledig,nein,Donnerstag,'10-12 Uhr','< 10 km',2000-<3200,117,?,?,?,24,16,12,47,?,?,?,?,18,?,?,?
w,41-50,ja,ledig,ja,Mittwoch,'10-12 Uhr','10 - 25 km',<1000,142,?,?,?,?,?,?,81,?,?,?,16,?,?,21,24
m,>60,ja,ledig,nein,Samstag,'<10 Uhr','< 10 km',3200-<4500,167,2,?,?,3,?,?,?,48,?,3,?,109,?,?,2
w,51-60,nein,Partnerschaft,nein,Donnerstag,'>17 Uhr','< 10 km',1000-<2000,149,?,?,?,?,?,8,26,?,?,18,8,5,?,84,?
w,31-40,nein,ledig,nein,Freitag,'14-17 Uhr','< 10 km',3200-<4500,310,54,?,?,40,?,?,?,162,?,?,?,?,54,?,?
m,18-30,nein,Partnerschaft,nein,Montag,'14-17 Uhr','< 10 km',<1000,193,5,?,4,6,?,18,?,117,3,8,?,?,18,?,14
w,18-30,nein,ledig,ja,Donnerstag,'>17 Uhr','> 25 km',>4500,25,?,9,?,?,?,?,?,?,?,16,?,?,?,?,?
w,18-30,ja,ledig,nein,Dienstag,'>17 Uhr','< 10 km',1000-<2000,169,?,?,40,?,?,?,?,?,15,?,?,?,?,114,?
w,>60,nein,Partnerschaft,nein,Montag,'10-12 Uhr','< 10 km',1000-<2000,396,2,?,?,7,15,11,8,208,75,?,?,31,39,?,?
w,>60,nein,Partnerschaft,nein,Donnerstag,'14-17 Uhr','> 25 km',2000-<3200,166,36,81,?,17,?,4,9,?,?,?,?,19,?,?,?
w,>60,ja,Partnerschaft,ja,Freitag,'<10 Uhr','< 10 km',3200-<4500,576,?,?,?,19,84,8,1,102,216,?,?,4,91,?,51
m,18-30,nein,ledig,nein,Samstag,'>17 Uhr','< 10 km',3200-<4500,352,10,64,?,?,?,116,?,9,137,?,?,?,11,?,5
m,18-30,nein,ledig,ja,Samstag,'14-17 Uhr','10 - 25 km',1000-<2000,137,5,?,?,8,?,25,?,8,2,?,?,?,72,?,17
m,51-60,nein,ledig,ja,Samstag,'>17 Uhr','10 - 25 km',2000-<3200,62,30,30,?,?,?,?,?,?,?,?,?,?,?,?,2
w,31-40,nein,ledig,nein,Freitag,'<10 Uhr','< 10 km',1000-<2000,18,?,?,?,?,?,?,?,?,?,?,?,?,18,?,?
m,51-60,ja,Partnerschaft,nein,Mittwoch,'>17 Uhr','> 25 km',<1000,7,5,?,?,?,?,?,?,?,?,?,?,?,?,?,2
w,41-50,nein,Partnerschaft,nein,Samstag,'>17 Uhr','< 10 km',3200-<4500,317,?,?,?,16,8,?,60,161,?,?,24,?,?,48,?
m,18-30,ja,ledig,nein,Samstag,'<10 Uhr','> 25 km',1000-<2000,137,14,?,?,?,?,1,?,1,108,?,?,?,?,?,13
w,>60,nein,ledig,nein,Samstag,'14-17 Uhr','< 10 km',2000-<3200,205,?,?,32,27,?,7,23,?,?,12,?,18,?,26,60
w,51-60,ja,ledig,nein,Freitag,'14-17 Uhr','< 10 km',<1000,96,?,32,7,2,?,3,29,?,?,8,?,15,?,?,?
m,18-30,nein,ledig,ja,Samstag,'12-14 Uhr','< 10 km',<1000,119,31,54,?,?,?,10,?,1,15,?,6,?,?,?,2
w,41-50,nein,ledig,nein,Freitag,'12-14 Uhr','> 25 km',1000-<2000,62,?,9,?,?,?,?,48,?,?,5,?,?,?,?,?
w,18-30,nein,ledig,nein,Freitag,'14-17 Uhr','10 - 25 km',3200-<4500,219,?,?,2,12,?,?,?,168,27,?,?,?,10,?,?
w,31-40,nein,ledig,ja,Freitag,'>17 Uhr','10 - 25 km',2000-<3200,50,?,32,?,?,?,?,?,?,?,?,?,?,18,?,?
w,51-60,nein,ledig,nein,Montag,'12-14 Uhr','> 25 km',1000-<2000,70,?,?,?,?,?,?,?,?,42,28,?,?,?,?,?
m,>60,nein,ledig,nein,Dienstag,'10-12 Uhr','10 - 25 km',1000-<2000,265,?,?,27,12,?,?,?,136,?,?,?,8,81,?,1
w,31-40,nein,Partnerschaft,nein,Samstag,'>17 Uhr','10 - 25 km',2000-<3200,306,?,?,?,20,30,?,14,175,?,?,?,?,35,32,?
w,41-50,nein,ledig,nein,Mittwoch,'>17 Uhr','10 - 25 km',3200-<4500,64,?,49,?,15,?,?,?,?,?,?,?,?,?,?,?
w,>60,ja,ledig,nein,Mittwoch,'10-12 Uhr','< 10 km',2000-<3200,76,?,10,?,6,?,14,12,?,?,?,?,19,15,?,?
w,51-60,nein,ledig,nein,Samstag,'12-14 Uhr','< 10 km',<1000,135,?,?,?,14,?,?,110,?,?,?,?,11,?,?,?
